costat,curcd,datafmt,indfmt,consol,gvkey,datadate,conm,tic,fyrc,sic,ebitda,revt
A,USD,STD,INDL,C,040510,2023-12-31,ASTORIA REAL ASSETS ETF,PPI,12,6722,,
A,USD,STD,INDL,C,040512,2023-12-31,HONGLI GROUP INC,HLP,12,3310,1.9920,15.9980
A,USD,STD,INDL,C,040516,2023-12-31,MOTLEY FOOL NEXT INDEX ETF,TMFX,12,6722,,
A,USD,STD,INDL,C,040517,2023-12-31,MOTLEY FOOL CAP EF 100 I ETF,TMFE,12,6722,,
A,USD,STD,INDL,C,040522,2023-12-31,RIVERNORTH PATRIOT ETF,FLDZ,12,6722,,
A,USD,STD,INDL,C,040523,2023-12-31,INNOVATOR GROWTH ACCELE ETF,QTJA,12,6722,,
A,USD,STD,INDL,C,040524,2023-12-31,INNOVATOR US EQUITY ACE ETF,XTJA,12,6722,,
A,USD,STD,INDL,C,040525,2023-12-31,INNOVATOR US EQUITY ACEL ETF,XBJA,12,6722,,
I,USD,STD,INDL,C,040526,2023-12-31,INNOVATOR US EQUITY ACCE ETF,XDJA,12,6722,,
A,USD,STD,INDL,C,040527,2023-12-31,ALLIANZIM US LARGE CAP 6 ETF,SIXJ,12,6722,,
A,USD,STD,INDL,C,040528,2023-12-31,BITCOIN DEPOT INC,BTM,12,7374,56.1570,688.9670
A,CAD,STD,FS,C,040530,2023-12-31,PRIMARIS REAL ESTA INV TRUST,PMREF,12,6798,,378.5030
A,CAD,STD,INDL,C,040530,2023-12-31,PRIMARIS REAL ESTA INV TRUST,PMREF,12,6798,,418.8570
A,USD,STD,INDL,C,040532,2023-04-30,CREDO TECH GROUP HOLDING LTD,CRDO,4,3674,-9.3140,184.1940
A,USD,STD,INDL,C,040534,2023-12-31,HEARTCORE ENTERPRISES INC,HTCR,12,7370,-3.4360,21.8460
A,USD,STD,INDL,C,040535,2023-12-31,TPG INC,TPG,12,6200,186.7620,2389.9110
A,USD,STD,INDL,C,040536,2023-12-31,NEXALIN TECHNOLOGY INC,NXL,12,3845,-5.6930,0.1110
A,USD,STD,INDL,C,040538,2023-12-31,UPAR ULTRA RISK PARITY ETF,UPAR,12,6722,,
A,USD,STD,INDL,C,040542,2023-12-31,GABELLI AUTOMATION ETF,GAST,12,6722,,
I,USD,STD,INDL,C,040546,2023-12-31,RAREVIEW INFLATION/DEFLA ETF,FLTN,12,6722,,
A,USD,STD,INDL,C,040548,2023-12-31,WAHED DOW JONES ISLAMIC ETF,UMMA,12,6722,,
A,USD,STD,INDL,C,040550,2023-12-31,RETINALGENIX TECHNOLOGES INC,RTGN,12,3841,-2.0870,0.0000
A,USD,STD,INDL,C,040552,2023-12-31,REBORN COFFEE INC,REBN,12,5812,-3.6170,5.9540
A,USD,STD,INDL,C,040557,2023-12-31,CONDUIT PHARMACEUTICALS INC,CDT,12,2834,-5.2620,0.0000
A,USD,STD,INDL,C,040558,2023-12-31,1606 CORP,CBDW,12,5961,-1.7090,0.0020
A,USD,STD,INDL,C,040560,2023-12-31,EXCELERATE ENERGY INC,EE,12,4922,324.9280,1158.9630
A,USD,STD,INDL,C,040564,2023-04-30,SPARTA COMMERCIAL SERVIC INC,SRCO,4,7371,-1.3890,0.2570
A,CAD,STD,INDL,C,040568,2023-12-31,EVOLVE EUROPEAN B ENCD Y ETF,EBNK.,12,6722,,
A,USD,STD,INDL,C,040569,2023-12-31,SPDR S&P SMALCAP 600 ESG ETF,ESIX,12,6722,,
A,USD,STD,INDL,C,040575,2023-12-31,ALASKA SILVER CORP,WAMFF,12,1000,-4.2510,0.0000
A,USD,STD,INDL,C,040579,2023-12-31,JANUS HENDERSON B-BBB CL ETF,JBBB,12,6722,,
I,USD,STD,INDL,C,040586,2023-12-31,DYNAMIC SHORT SHORT TERM ETF,WEIX,12,6722,,
A,USD,STD,INDL,C,040589,2023-12-31,AVANTIS US SMALL CAP EQ ETF,AVSC,12,6722,,
A,CAD,STD,INDL,C,040590,2023-12-31,KIWETINOHK ENERGY CORP,KWTEF,12,1311,221.6580,448.4800
I,USD,STD,INDL,C,040596,2023-12-31,V-SHARES US DIVERSITY ETF,VDNI,12,6722,,
A,USD,STD,INDL,C,040601,2023-12-31,HWH INTERNATIONAL INC,HWH,12,7370,,
A,USD,STD,INDL,C,040605,2023-12-31,BAUSCH & LOMB CORP,BLCO,12,3851,698.0000,4146.0000
A,USD,STD,INDL,C,040610,2023-12-31,ARCELLX INC,ACLX,12,2836,-68.9690,110.3190
A,USD,STD,INDL,C,040614,2023-12-31,CONSTELLATION ENE CORP,CEG,12,4911,2819.0000,24918.0000
A,CAD,STD,INDL,C,040616,2023-12-31,INVESCO S&P/T 60 ESG T I ETF,IXTE.,12,6722,,
A,CAD,STD,INDL,C,040617,2023-12-31,INVESCO S&P INTL D ESG I ETF,IICE.,12,6722,,
A,USD,STD,INDL,C,040618,2023-12-31,US GLOBAL SEA T SKY CRGO ETF,SEA,12,6722,,
A,CAD,STD,INDL,C,040619,2023-12-31,INVESCO S&P 500 ESG T I ETF,ISTE.,12,6722,,
A,CAD,STD,INDL,C,040621,2023-12-31,INVESCO S&P IT D ESG T I ETF,IITE.,12,6722,,
A,CAD,STD,INDL,C,040622,2023-12-31,INVESCO S&P/T CO ESG T I ETF,ICTE.,12,6722,,
A,CAD,STD,INDL,C,040623,2023-12-31,INVESCO SP US TOT MT ESG ETF,IUTE.,12,6722,,
A,CAD,STD,INDL,C,040624,2023-12-31,INVESCO S&P US T M ESG I ETF,IUCE.,12,6722,,
A,CAD,STD,INDL,C,040625,2023-12-31,INVESCO ESG GLOBAL BOND ETF,IWBE.,12,6722,,
A,USD,STD,INDL,C,040636,2023-12-31,AMPRIUS TECHNOLOGIES INC,AMPX,12,3690,-36.9030,9.0530
A,USD,STD,INDL,C,040637,2023-12-31,RAREVIEW SYSTEMATIC EQTY ETF,RSEE,12,6722,,
A,USD,STD,INDL,C,040645,2023-12-31,LASER PHOTONICS CORP,LASE,12,3540,-2.8250,3.9390
I,CAD,STD,INDL,C,040646,2023-12-31,FRANKLIN WST ASST CR PL BOND,FWCP.,12,6722,,
A,USD,STD,INDL,C,040650,2023-12-31,ERAYAK PWR SOLUTIO GROUP INC,RAYA,12,3690,1.1340,20.3220
A,USD,STD,INDL,C,040651,2023-06-30,LUCY SCIENTIFIC DISCOVRY INC,LSDIF,6,2834,-5.7650,0.0070
A,USD,STD,INDL,C,040656,2023-12-31,STRATEGAS GLOB POL OPPOR ETF,SAGP,12,6722,,
A,USD,STD,INDL,C,040657,2023-12-31,STRATEGAS MACRO TH OPPOR ETF,SAMT,12,6722,,
A,USD,STD,INDL,C,040658,2023-12-31,YOSHIHARU GLOBAL CO,YOSH,12,5812,-2.9700,9.2150
A,USD,STD,INDL,C,040660,2023-12-31,ACLARION INC,ACON,12,7372,-4.7120,0.0750
A,USD,STD,INDL,C,040662,2023-12-31,GLOBAL X DISRUPTIVE MTRL ETF,DMAT,12,6722,,
A,CAD,STD,INDL,C,040667,2023-12-31,HAMILTON ENHANCD CAN FIN ETF,,12,6722,,
A,CAD,STD,INDL,C,040669,2023-12-31,BMO ALL-EQUITY ETF,ZEQT.,12,6722,,
A,CAD,STD,INDL,C,040670,2023-12-31,BMO JAPAN INDEX ETF,ZJPN.,12,6722,,
A,CAD,STD,INDL,C,040671,2023-12-31,BMO SHORT TERM DISC BOND ETF,ZSDB.,12,6722,,
A,USD,STD,INDL,C,040672,2023-12-31,KNIGHTSCOPE INC,KSCP,12,7380,-23.7750,12.7970
A,USD,STD,INDL,C,040673,2023-12-31,ISHARES MSCI CHI MS TECH ETF,TCHI,12,6722,,
A,CAD,STD,INDL,C,040674,2023-12-31,BMO MSCI ACWI PARIS CLI ETF,ZGRN.,12,6722,,
A,CAD,STD,INDL,C,040676,2023-12-31,BMO CORPORATE DISCO BOND ETF,ZCDB.,12,6722,,
A,USD,STD,INDL,C,040679,2023-12-31,LUXURBAN HOTELS INC,LUXH,12,6513,-15.8740,113.3970
A,USD,STD,INDL,C,040681,2023-06-30,LI BANG INTERNATINL CORP INC,LBGJ,6,3550,1.7460,14.0050
A,USD,STD,INDL,C,040684,2023-12-31,CLOCKWISE CORE EQU & INN ETF,TIME,12,6722,,
A,USD,STD,INDL,C,040689,2023-12-31,NATURE'S MIRACLE HOLDING INC,NMHI,12,3523,,
A,CAD,STD,INDL,C,040690,2023-12-31,DESJARDINS SUSTN AMER EQ ETF,DSAE.,12,6722,,
A,USD,STD,INDL,C,040692,2023-12-31,SMARTSTOP SELF STORAGE R INC,SMA,12,6798,75.1130,230.0930
A,USD,STD,INDL,C,040693,2023-06-30,U-BX TECHNOLOGY LTD,UBXG,6,7370,0.1560,94.3190
A,CAD,STD,INDL,C,040698,2023-12-31,CI GALAXY MULTI-CRYPTO ETF,CMCX.B,12,6722,,
I,USD,STD,INDL,C,040700,2023-12-31,IMGP RBA RES GLOBAL ALLO ETF,IRBA,12,6722,,
A,USD,STD,INDL,C,040702,2023-06-30,LOCAFY LTD,LCFY,6,7370,-1.9000,3.5790
A,USD,STD,INDL,C,040703,2023-12-31,AKANDA CORP,AKAN,12,5122,-5.7680,2.1600
A,CAD,STD,INDL,C,040706,2023-12-31,EVOLVE CANA BANK N LIFE FUND,BANK.,12,6722,,
I,USD,STD,INDL,C,040707,2023-12-31,AMPLIFY INFLATION FIGHTR ETF,IWIN,12,6722,,
I,USD,STD,INDL,C,040708,2023-12-31,GRAYSCALE FUTURE OF FINA ETF,GFOF,12,6722,,
A,USD,STD,INDL,C,040709,2023-06-30,NOCO-NOCO INC,NCNCF,6,3690,-16.8360,0.0000
A,USD,STD,INDL,C,040713,2023-12-31,FIRST TRUST NET STREAMNG ETF,BNGE,12,6722,,
A,USD,STD,INDL,C,040714,2023-12-31,HARBOR LONG-TERM GROWERS ETF,WINN,12,6722,,
A,USD,STD,INDL,C,040715,2023-12-31,TCW TRANSFORM SYSTEMS ETF,PWRD,12,6722,,
A,USD,STD,INDL,C,040723,2023-12-31,AMERICAN REBEL HOLDINGS INC,AREB,12,2540,-8.6600,15.9980
A,CAD,STD,INDL,C,040726,2023-12-31,HAMILTON ENHD US CD CALL ETF,HYLD.,12,6722,,
A,USD,STD,INDL,C,040727,2023-12-31,COINSHARES VALKYRI BI MI ETF,WGMI,12,6722,,
A,USD,STD,INDL,C,040728,2023-12-31,NYLI GLOBAL EQ R&D LDERS ETF,WRND,12,6722,,
A,USD,STD,INDL,C,040729,2023-12-31,NYLI US LG CP R&D LEADRS ETF,LRND,12,6722,,
A,USD,STD,INDL,C,040731,2023-12-31,FIS CHRISTIAN STOCK FUND,PRAY,12,6722,,
A,CAD,STD,INDL,C,040732,2023-12-31,MACKENZIE EMRG MKT EQ IX ETF,QEE.,12,6722,,
A,USD,STD,INDL,C,040734,2023-12-31,INNOVATOR LADDER ALL BR ETF,BUFB,12,6722,,
A,USD,STD,INDL,C,040739,2023-12-31,BUILD BOND INNOVATION ETF,BFIX,12,6722,,
A,USD,STD,INDL,C,040742,2023-12-31,XTRACKERS R M USD H Y S ETF,HYRM,12,6722,,
I,CAD,STD,INDL,C,040743,2023-12-31,GLOBAL X CARBON CREDITS ETF,CARB.,12,6722,,
A,CAD,STD,INDL,C,040745,2023-12-31,NBI SUSTAINABLE CN S T B ETF,NSSB.,12,6722,,
A,USD,STD,INDL,C,040746,2023-12-31,HARBOR COMM ALL-WTH STRT ETF,HGER,12,6722,,
A,CAD,STD,INDL,C,040747,2023-12-31,BMO CANADIAN BK INCM IX ETF,ZBI.,12,6722,,
I,USD,STD,INDL,C,040749,2023-12-31,GOLDMAN SACHS BB C E E ETF,GCLN,12,6722,,
A,USD,STD,INDL,C,040750,2023-12-31,ISHARES PRIS-ALG OP MSCI ETF,PABU,12,6722,,
A,USD,STD,INDL,C,040758,2023-12-31,ZIMVIE INC,ZIMV,12,3843,33.5050,457.4330
A,USD,STD,INDL,C,040761,2023-12-31,SIMPLIFY HG YD PLS CR HG ETF,CDX,12,6722,,
A,USD,STD,INDL,C,040762,2023-12-31,SIMPLIFY AGGREGATE BOND ETF,AGGH,12,6722,,
A,CAD,STD,INDL,C,040763,2023-12-31,HARVEST DIVERSIFIED M IN ETF,,12,6722,,
A,USD,STD,INDL,C,040765,2023-12-31,BONDBLOXX U H Y B F R S ETF,XHYF,12,6722,,
A,USD,STD,INDL,C,040766,2023-12-31,BONDBLOXX U H Y B C NC S ETF,XHYD,12,6722,,
A,USD,STD,INDL,C,040767,2023-12-31,BONDBLOXX USD H Y B H S ETF,XHYH,12,6722,,
A,USD,STD,INDL,C,040768,2023-12-31,BONDBLOXX USD H Y B E S ETF,XHYE,12,6722,,
A,USD,STD,INDL,C,040769,2023-12-31,BONDBLOXX U HY B T M T S ETF,XHYT,12,6722,,
A,USD,STD,INDL,C,040770,2023-12-31,BONDBLOXX USD H Y B I S ETF,XHYI,12,6722,,
A,USD,STD,INDL,C,040771,2023-12-31,VANECK DIGITAL INDIA ETF,DGIN,12,6722,,
A,USD,STD,INDL,C,040772,2023-12-31,FIDELITY SUSTAINABLE H Y ETF,FSYD,12,6722,,
A,USD,STD,INDL,C,040773,2023-12-31,GOLDMAN SACH A E M USD B ETF,GEMD,12,6722,,
A,USD,STD,INDL,C,040774,2023-12-31,SPDR BLACKSTONE HGH INCM ETF,HYBL,12,6722,,
A,USD,STD,INDL,C,040775,2023-12-31,WISDOMTREE BAT V C & IN FUND,WBAT,12,6722,,
A,USD,STD,INDL,C,040776,2023-12-31,BONDBLOXX US H Y B C C S ETF,XHYC,12,6722,,
A,USD,STD,INDL,C,040781,2023-12-31,RAIL VISION LTD,RVSN,12,3669,-11.2320,0.1420
A,USD,STD,INDL,C,040783,2023-12-31,WEARABLE DEVICES LTD,WLDS,12,3577,-8.1180,0.0820
A,USD,STD,INDL,C,040784,2023-12-31,JEFFS BRANDS LTD,JFBR,12,5961,-3.3800,10.0080
A,USD,STD,INDL,C,040788,2023-12-31,CONVERGENCE LONG/SHORT E ETF,CLSE,12,6722,,
A,USD,STD,INDL,C,040793,2023-12-31,HARBOR HUMAN CAPITAL F U ETF,HAPY,12,6722,,
A,USD,STD,INDL,C,040794,2023-12-31,CAPITAL GROUP CORE EQUIT ETF,CGUS,12,6722,,
A,USD,STD,INDL,C,040795,2023-12-31,GLOBAL X DOW 30 COVER CL ETF,DJIA,12,6722,,
A,USD,STD,INDL,C,040796,2023-12-31,CAPITAL GROUP GLOB GR EQ ETF,CGGO,12,6722,,
A,USD,STD,INDL,C,040797,2023-12-31,DIMENSIONAL US HIGH PROF ETF,DUHP,12,6722,,
A,USD,STD,INDL,C,040798,2023-12-31,CAPITAL GROUP GROWTH ETF,CGGR,12,6722,,
A,USD,STD,INDL,C,040799,2023-12-31,DIMENSIONAL US REAL ESTA ETF,DFAR,12,6722,,
A,USD,STD,INDL,C,040800,2023-12-31,CAPITAL GROUP CORE PL IN ETF,CGCP,12,6722,,
A,USD,STD,INDL,C,040801,2023-12-31,CAPITAL GROUP DIVND VAL ETF,CGDV,12,6722,,
A,USD,STD,INDL,C,040802,2023-12-31,CAPITAL GROUP INTL FO EQ ETF,CGXU,12,6722,,
A,USD,STD,INDL,C,040803,2023-12-31,DIMENSIONAL US SML CP VA ETF,DFSV,12,6722,,
A,CAD,STD,INDL,C,040814,2023-12-31,MULVIHILL ENH YD CAN BK ETF,CBNK.,12,6722,,
A,CAD,STD,INDL,C,040817,2023-12-31,CI DIGITAL SECURITY INDX ETF,CBUG.,12,6722,,
I,CAD,STD,INDL,C,040818,2023-12-31,CI BIO-REVOLUTION INDEX ETF,CDNA.,12,6722,,
A,USD,STD,INDL,C,040819,2023-12-31,RESIDENTIAL REIT ETF,HAUS,12,6722,,
A,CAD,STD,INDL,C,040827,2023-12-31,BMO BROOKFIELD GLOBAL R ETF,TOWR.,12,6722,,
A,CAD,STD,INDL,C,040828,2023-12-31,BMO BROOKFIELD GL RE IN FUND,GRNI.,12,6722,,
A,USD,STD,INDL,C,040829,2023-03-31,VISIONARY HOLDINGS INC,GV,3,6512,1.8250,8.4330
A,USD,STD,INDL,C,040833,2023-12-31,AN2 THERAPEUTICS INC,ANTX,12,2834,-69.6350,0.0000
A,USD,STD,INDL,C,040835,2023-12-31,FAIRLEAD TACTICAL SECTOR ETF,TACK,12,6722,,
A,USD,STD,INDL,C,040836,2023-12-31,PREFERRED PLUS ETF,IPPP,12,6722,,
A,USD,STD,INDL,C,040837,2023-12-31,DIVIDEND PERFORMERS ETF,IPDP,12,6722,,
A,USD,STD,INDL,C,040839,2023-12-31,INNOVATOR PO B STEP UP S ETF,PSTP,12,6722,,
A,USD,STD,INDL,C,040840,2023-12-31,INNOVATOR BU STEP UP ST ETF,BSTP,12,6722,,
A,USD,STD,INDL,C,040841,2023-12-31,SIMPLIFY MANAGED FUT ST ETF,CTA,12,6722,,
A,USD,STD,INDL,C,040846,2023-12-31,ISHARES I 2029 T H Y A I ETF,IBHI,12,6722,,
A,USD,STD,INDL,C,040847,2023-12-31,ISHARES I 2028 T H Y A I ETF,IBHH,12,6722,,
A,USD,STD,INDL,C,040849,2023-12-31,EXPION360 INC,XPON,12,3690,-6.9630,5.9810
A,USD,STD,FS,C,040855,2023-12-31,ECB BANCORP INC,ECBK,12,6020,,55.7560
A,USD,STD,INDL,C,040855,2023-12-31,ECB BANCORP INC,ECBK,12,6020,12.3470,55.7560
A,USD,STD,INDL,C,040856,2023-12-31,JE CLEANTECH HOLDINGS LTD,JCSE,12,3580,1.2980,13.6620
A,USD,STD,INDL,C,040860,2023-12-31,LHA MARKET STATE TACTL Q ETF,MSTQ,12,6722,,
A,USD,STD,INDL,C,041039,2023-12-31,WISDOMTREE EF G PL EQ STY FD,GDE,12,6722,,
A,USD,STD,INDL,C,041040,2023-12-31,GOLDMAN SC AB W L V P EQ ETF,GLOV,12,6722,,
A,USD,STD,INDL,C,041041,2023-12-31,AVANTIS RESPONSIBL US EQ ETF,AVSU,12,6722,,
A,USD,STD,INDL,C,041042,2023-12-31,AVANTIS RESP INTL EQUITY ETF,AVSD,12,6722,,
A,USD,STD,INDL,C,041043,2023-12-31,PROSHARES METAVERSE ETF,VERS,12,6722,,
I,CAD,STD,INDL,C,041048,2023-12-31,GIVEX CORP,GIVXF,12,7374,4.0980,80.7630
A,USD,STD,INDL,C,041050,2023-09-30,EMBECTA CORP,EMBC,9,3842,357.3000,1120.8000
A,USD,STD,INDL,C,041051,2023-03-31,VIRAX BIOLABS GROUP LTD,VRAX,3,2835,-5.7330,0.0090
A,USD,STD,INDL,C,041053,2023-12-31,SHARPS TECHNOLOGY INC,STSS,12,3841,-9.2450,0.0000
A,USD,STD,INDL,C,041059,2023-12-31,ESAB CORP,ESAB,12,3540,502.7760,2774.7660
I,USD,STD,INDL,C,041061,2023-12-31,BNY MELLON RP HZ CO BD ETF,RHCB,12,6722,,
A,USD,STD,INDL,C,041067,2023-12-31,FIRST TRUST NQ LX DG H S ETF,EKG,12,6722,,
A,USD,STD,INDL,C,041071,2023-12-31,DIMENSIONAL INTL SML CAP ETF,DFIS,12,6722,,
A,USD,STD,INDL,C,041072,2023-12-31,DIMENSIONAL INTL SM CA V ETF,DISV,12,6722,,
A,USD,STD,INDL,C,041073,2023-12-31,DIMENSIONAL INTL CR EQ 2 ETF,DFIC,12,6722,,
A,USD,STD,INDL,C,041074,2023-12-31,DIMENSIONAL INTL HH PRFY ETF,DIHP,12,6722,,
A,USD,STD,INDL,C,041076,2023-12-31,SUNATION ENERGY INC,SUNE,12,3620,-0.9790,79.6330
I,USD,STD,INDL,C,041080,2023-12-31,OPTICA RARE ER & CRL MTL ETF,CRIT,12,6722,,
A,USD,STD,FS,C,041082,2023-12-31,STRAWBERRY FIELDS REIT INC,STRW,12,6798,,101.0720
A,USD,STD,INDL,C,041082,2023-12-31,STRAWBERRY FIELDS REIT INC,STRW,12,6798,,99.8050
A,USD,STD,INDL,C,041083,2023-12-31,BRIGHT GREEN CORP,BGXXQ,12,2833,-8.2530,0.0000
A,USD,STD,FS,C,041084,2023-12-31,COREBRIDGE FINANCIAL INC,CRBG,12,6311,,19554.0000
A,USD,STD,INDL,C,041084,2023-12-31,COREBRIDGE FINANCIAL INC,CRBG,12,6311,1210.0000,18878.0000
A,USD,STD,INDL,C,041087,2023-12-31,AVANTIS RSP ERG MRKT EQ ETF,AVSE,12,6722,,
A,USD,STD,INDL,C,041088,2023-12-31,COLUMBIA SELECT TECHNOLO ETF,SEMI,12,6722,,
A,USD,STD,INDL,C,041089,2023-12-31,2X LONG VIX FUTURES ETF,UVIX,12,6722,,
A,USD,STD,INDL,C,041090,2023-12-31,-1X SHORT VIX FUTURES ETF,SVIX,12,6722,,
I,USD,STD,INDL,C,041096,2023-12-31,COPPER PLACE GLBL DVND GRWTH,GDVD,12,6722,,
A,USD,STD,INDL,C,041097,2023-12-31,ONEASCENT CORE PLUS BOND ETF,OACP,12,6722,,
A,USD,STD,INDL,C,041098,2023-12-31,REGENTS PARK HDD MKT STY ETF,RPHS,12,6722,,
A,USD,STD,INDL,C,041102,2023-12-31,THEMES AIRLINES ETF,AIRL,12,6722,,
A,USD,STD,INDL,C,041105,2023-03-31,PRIMECH HOLDINGS LTD,PMEC,3,4950,-4.6190,69.0260
A,USD,STD,INDL,C,041108,2023-12-31,DOUBLELINE OPP CORE BOND ETF,DBND,12,6722,,
A,USD,STD,INDL,C,041109,2023-12-31,SPDR NUVEEN MPL BD ESG ETF,MBNE,12,6722,,
A,USD,STD,INDL,C,041111,2023-12-31,DAKOTA GOLD CORP,DC,12,1040,-37.7350,0.0000
A,USD,STD,INDL,C,041114,2023-12-31,INQQ THE INDIA INTERNET ETF,INQQ,12,6722,,
A,USD,STD,INDL,C,041118,2023-12-31,HILLEVAX INC,HLVX,12,2836,-132.4660,0.0000
A,USD,STD,INDL,C,041119,2023-12-31,NEUBERGER BERMAN DSRPTER ETF,NBDS,12,6722,,
A,USD,STD,INDL,C,041120,2023-12-31,NEUBERGER BN NX GN CD CR ETF,NBCC,12,6722,,
A,USD,STD,INDL,C,041121,2023-12-31,PROSHARES SPLY CHN LGTIC ETF,SUPL,12,6722,,
A,USD,STD,INDL,C,041122,2023-12-31,NEUBERGER BRMN EN TRNS & IFR,NBET,12,6722,,
A,CAD,STD,INDL,C,041123,2023-12-31,CANADIAN NORTH RESOURCES INC,CNRSF,12,1000,-6.8730,0.0000
A,USD,STD,INDL,C,041127,2023-12-31,ONFOLIO HOLDINGS INC,ONFO,12,7370,-3.2180,5.2400
A,USD,STD,INDL,C,041132,2023-12-31,MAIA BIOTECHNOLOGY INC,MAIA,12,2836,-20.1820,0.0000
A,USD,STD,INDL,C,041133,2023-12-31,THUNDER POWER HOLDINGS INC,AIEV,12,3711,,
A,USD,STD,INDL,C,041134,2023-12-31,JPMORGAN INFLATIN MGD BD ETF,JCPI,12,6722,,
A,USD,STD,INDL,C,041135,2023-12-31,PACER BLUESTAR DIGI ETMT ETF,ODDS,12,6722,,
A,CAD,STD,INDL,C,041136,2023-12-31,CI HIGH YIELD BOND PRVT POOL,CGHY.,12,6722,,
A,USD,STD,INDL,C,041139,2023-12-31,GOLDMAN SH MKB US1000 EQ ETF,GUSA,12,6722,,
I,USD,STD,INDL,C,041143,2023-12-31,GLOBAL X GREEN BUILDING ETF,GRNR,12,6722,,
A,CAD,STD,INDL,C,041148,2023-12-31,CI FLOATING RATE INCOME FUND,CFRT.,12,6722,,
A,USD,STD,INDL,C,041151,2023-12-31,FIRST TRUST INDXX METAVE ETF,ARVR,12,6722,,
A,USD,STD,INDL,C,041152,2023-12-31,ROUNDHILL CANNABIS ETF,WEED,12,6722,,
A,USD,STD,INDL,C,041153,2023-12-31,LA ROSA HOLDINGS CORP,LRHC,12,6531,-7.0190,31.7590
A,USD,STD,INDL,C,041159,2023-12-31,FIDELITY METAVERSE ETF,FMET,12,6722,,
A,USD,STD,INDL,C,041160,2023-12-31,FIDELITY CRY IND AND D P ETF,FDIG,12,6722,,
A,USD,STD,INDL,C,041161,2023-12-31,FIDELITY SUSTAIN LOW D B ETF,FSLD,12,6722,,
A,USD,STD,INDL,C,041162,2023-12-31,SUSTAINABLE CORE PLUS ETF,FSBD,12,6722,,
I,USD,STD,INDL,C,041163,2023-12-31,FLEXSHARS E & C E M C I FUND,FEEM,12,6722,,
A,USD,STD,INDL,C,041164,2023-12-31,STRATEGY SHRS GLD ENHD Y ETF,GOLY,12,6722,,
A,USD,STD,INDL,C,041169,2023-12-31,SPDR MSCI USA CLIMTE P A ETF,NZUS,12,6722,,
A,USD,STD,INDL,C,041173,2023-12-31,FM FOCUS EQUITY ETF,FMCX,12,6722,,
A,USD,STD,INDL,C,041176,2023-12-31,BIOAFFINITY TECHNOLOGIES INC,BIAF,12,2835,-6.7840,2.5320
A,USD,STD,INDL,C,041186,2023-12-31,ISHARES EMERG F AND AT M ETF,IVEG,12,6722,,
A,USD,STD,INDL,C,041189,2023-12-31,DIMENSIONAL EMERGI M H P ETF,DEHP,12,6722,,
A,USD,STD,INDL,C,041190,2023-12-31,DIMENSIONAL EMERGING M V ETF,DFEV,12,6722,,
A,USD,STD,INDL,C,041191,2023-12-31,DIMENSIONAL EMER M C E 2 ETF,DFEM,12,6722,,
A,USD,STD,INDL,C,041192,2023-12-31,ISHARES BLOCKCHAIN AND T ETF,IBLC,12,6722,,
I,USD,STD,INDL,C,041193,2023-12-31,KRANESHARES GLOBAL C O S ETF,KSET,12,6722,,
I,USD,STD,INDL,C,041195,2023-12-31,GLOBAL X METAVERSE ETF,VR,12,6722,,
A,USD,STD,FS,C,041201,2023-12-31,PLAINS ACQUISITION CORP,PLQC,12,6020,,58.3740
A,USD,STD,INDL,C,041201,2023-12-31,PLAINS ACQUISITION CORP,PLQC,12,6020,27.7370,58.3740
A,USD,STD,INDL,C,041204,2023-12-31,MAGIC EMPIRE GLOBAL LTD,MEGL,12,6211,-0.3330,1.7660
A,USD,STD,INDL,C,041206,2023-12-31,TRADR 2X LONG INNOVATION ETF,TARK,12,6722,,
A,CAD,STD,INDL,C,041207,2023-12-31,ISHARES GEN IMGY & HC IX ETF,XDNA.,12,6722,,
A,CAD,STD,INDL,C,041208,2023-12-31,ISHARES CYBRSRTY & TC IX ETF,XHAK.,12,6722,,
A,CAD,STD,INDL,C,041209,2023-12-31,ISHARES GLBL CLN ENGY IX ETF,XCLN.,12,6722,,
A,CAD,STD,INDL,C,041210,2023-12-31,ISHARES EXPO TECHLGS IX ETF,XEXP.,12,6722,,
A,CAD,STD,INDL,C,041212,2023-12-31,CI GALAXY BLOCKCHAIN IDX ETF,CBCX.,12,6722,,
I,CAD,STD,INDL,C,041213,2023-12-31,CI GALAXY METAVERSE INDX ETF,CMVX.,12,6722,,
A,USD,STD,INDL,C,041214,2023-03-31,CTRL GROUP LTD,MCTR,3,7310,0.3640,6.0540
A,USD,STD,INDL,C,041218,2023-12-31,JPMORGAN NASDAQ EQTY P I ETF,JEPQ,12,6722,,
I,USD,STD,INDL,C,041220,2023-12-31,STRONG GLOBAL ENTERTNMNT INC,SGE,12,3861,1.2060,42.6160
A,USD,STD,INDL,C,041223,2023-12-31,PACER BLUESTAR ENGIN T F ETF,BULD,12,6722,,
A,USD,STD,INDL,C,041225,2023-12-31,PEPGEN INC,PEPG,12,2836,-83.5820,0.0000
I,USD,STD,INDL,C,041226,2023-12-31,AKROS MONTHLY PAYOUT ETF,MPAY,12,6722,,
A,USD,STD,INDL,C,041227,2023-12-31,ACTELIS NETWORKS INC,ASNS,12,3669,-7.3360,5.6060
A,CAD,STD,INDL,C,041229,2023-12-31,PICTON MULTI-STRATEG ALP ALT,PFAA.,12,6722,,
A,USD,STD,INDL,C,041230,2023-12-31,DIMENSIONAL US MARKETW V ETF,DFUV,12,6722,,
